Wood Width,Wood Thickness,Iron Width,Iron Thickness,Edge Distance,Bolt Diameter,Bolt Number,Bolt Type,Load Ratio,Weight,Fire Resistance Time,Load carrying capacity
320.8552479,200.2174494,167.5482208,6,108.5972805,20,6.588266961,1,30,-136.1456604,24.55687749,-229743.2248
320.8552479,200.2174494,161.2391316,6,110.3751134,20,6.706554039,1,30,-136.1456604,24.5867935,-233868.0812
320.8552479,200.2174494,161.2391316,6,110.3751134,20,6.782803254,1,30,-136.1456604,24.66464124,-236527.0112
320.8552479,200.2174494,167.5482208,6,108.5972805,20,6.922725993,1,30,-136.1456604,24.89834827,-241406.337
320.8552479,200.2174494,167.5482208,6,108.5972805,20,7.108054628,1,30,-136.1456604,25.08756222,-247869.0378
320.8552479,200.2174494,161.2391316,6,108.0958947,20,7.199830507,1,30,-136.1456604,25.09041125,-251069.407
320.8552479,200.2174494,167.190991,6,108.5972805,20,7.3360282,1,30,-136.1456604,25.31517103,-255818.8346
320.8552479,200.2174494,167.5482208,6,108.5972805,20,7.353434438,1,30,-136.1456604,25.33808629,-256425.8175
320.8552479,200.2174494,161.2391316,6.022257766,108.5972805,20,7.554352799,1,30,-136.1456604,25.46140146,-263432.1566
320.8552479,200.2174494,161.2391316,6.022257766,110.3751134,20,7.616629628,1,30,-136.1456604,25.52498737,-265603.8475
320.8552479,200.2174494,161.2391316,6.022257766,110.3751134,20,7.6218186,1,30,-136.1456604,25.53028542,-265784.7951
320.8552479,200.2174494,161.6422687,6.070407964,108.5972805,20,7.734919661,1,30,-136.1456604,25.67120564,-269728.8069
320.8552479,200.2174494,167.190991,6,108.5972805,20,7.73774021,1,30,-136.1456604,25.72530472,-269827.1639
320.8552479,200.4687957,161.2391316,6.022257766,109.4922638,20,7.817859032,1,30,-136.1456604,25.75967379,-272621.0331
320.8552479,200.2174494,161.2391316,6.022257766,109.971255,20,7.859595699,1,30,-136.1456604,25.77306068,-274076.4563
320.8552479,200.2174494,161.2391316,6.022257766,110.3751134,20,7.859595699,1,30,-136.1456604,25.77306068,-274076.4563
320.8552479,200.2174494,161.2391316,6.022257766,110.3751134,20,7.928430095,1,30,-136.1456604,25.843342,-276476.8199
320.8552479,200.2174494,161.2391316,6.022257766,109.8814549,20,7.928430095,1,30,-136.1456604,25.843342,-276476.8199
320.6735855,200.2174494,161.2391316,6,110.3751134,20,7.985725014,1,30,-136.1456604,25.88405234,-278474.7838
320.8552479,200.2174494,161.6422687,6,127.5227283,20,7.685426557,1,30,-136.0905609,25.59199274,-268002.9045
320.8552479,200.2174494,161.2391316,6,127.5227283,20,7.877970662,1,30,-136.0905609,25.78276825,-274717.2201
320.8552479,200.2174494,161.2391316,6,124.79621,20,7.877970662,1,30,-136.0905609,25.78276825,-274717.2201
320.8552479,200.2174494,161.2391316,6,123.4321081,20,7.877970662,1,30,-136.0905609,25.78276825,-274717.2201
320.8552479,200.2174494,161.2391316,6,110.3751134,20,8,1,30,-136.0335388,25.90735587,-278972.575
320.8552479,200.2174494,161.2391316,6.070407964,108.5972805,6.11156843,5.575783569,1,30,-136.0307617,18.29855003,-24932.12583
320.8552479,200.2174494,167.5482208,6,108.5972805,6.11156843,6.23654913,1,30,-136.0307617,18.4250574,-27886.74017
320.8552479,200.2174494,167.5482208,6,108.5972805,6.750119059,5.575783569,1,30,-136.0307617,18.47894538,-29714.14023
320.8552479,200.2174494,161.2391316,6,110.3751134,6.424837441,7.401833128,1,30,-136.0307617,18.51949577,-36152.97011
320.8552479,200.2174494,161.2391316,6,108.5972805,6.424837441,7.734919661,1,30,-136.0307617,18.5545897,-37779.8735
320.8552479,200.2174494,161.2391316,6.022257766,110.3751134,6.424837441,7.740557655,1,30,-136.0307617,18.56384156,-37807.41131
320.8552479,200.2174494,161.2391316,6.022257766,110.9111314,6.59297228,7.73774021,1,30,-136.0307617,18.60677459,-39556.94184
320.8552479,200.2174494,166.9166884,6.070407964,110.9111314,6.59297228,7.877970662,1,30,-136.0307617,18.72378613,-40273.82916
320.8552479,200.2174494,167.5482208,6,108.5972805,6.750119059,7.734919661,1,30,-136.0307617,18.73004931,-41220.48221
320.8552479,200.2174494,167.5482208,6,108.5972805,6.750119059,7.928430095,1,30,-136.0307617,18.75255425,-42251.72672
320.8552479,200.2174494,170.0549923,6.022257766,112.2170829,6.957890461,7.554352799,1,30,-136.0307617,18.80919958,-42468.72599
320.8552479,200.2174494,170.0549923,6.022257766,112.2170829,6.957890461,7.73774021,1,30,-136.0307617,18.83186163,-43499.68522
320.8552479,200.2174494,161.2391316,6.022257766,108.515697,10.19130253,4.499008752,1,30,-136.0307617,18.94100667,-49392.61552
320.8552479,200.2174494,167.5482208,6,108.5972805,8.65731987,6.588266961,1,30,-136.0307617,19.09083402,-54383.96124
320.8552479,200.2174494,170.0549923,6,109.8814549,7.879947037,7.817859032,1,30,-136.0307617,19.1056278,-54711.59809
320.8552479,200.2174494,167.5482208,6,108.5972805,8.922718792,6.588266961,1,30,-136.0307617,19.16929267,-57338.15665
320.8552479,200.2174494,170.0549923,6.022257766,109.4922638,9.495481387,5.979763942,1,30,-136.0307617,19.25190712,-58025.95356
320.8552479,200.2174494,167.5482208,6,108.5972805,9.567326818,7.108054628,1,30,-136.0307617,19.49115824,-69889.04031
320.8552479,200.2174494,170.0549923,6.022257766,112.2170829,9.224736268,7.705762296,1,30,-136.0307617,19.54945098,-71086.81095
320.8552479,200.2174494,161.2391316,6.022257766,108.515697,9.44543827,7.923858916,1,30,-136.0307617,19.55274706,-76184.08302
320.8552479,200.2174494,167.5482208,6,108.5972805,9.548580525,7.928430095,1,30,-136.0307617,19.67557215,-77688.60085
320.8552479,200.2174494,161.2391316,6.022257766,108.5972805,10.19130253,7.73774021,1,30,-136.0307617,19.79964198,-84949.20732
320.8552479,200.2174494,161.6422687,6.070407964,110.6666345,10.19130253,7.923858916,1,30,-136.0307617,19.87373981,-86992.52178
320.8552479,200.2174494,167.5482208,6.022257766,109.8814549,10.71525879,7.877970662,1,30,-136.0307617,20.14828265,-94380.07449
320.8552479,200.2174494,167.5482208,6.022257766,109.5832727,10.71525879,7.923858916,1,30,-136.0307617,20.16173138,-94929.82734
320.8552479,200.2174494,167.5482208,6.022257766,109.8814549,10.71525879,7.923858916,1,30,-136.0307617,20.16173138,-94929.82734
320.8552479,200.2174494,167.5482208,6.022257766,110.6666345,11.00383677,7.923858916,1,30,-136.0307617,20.28850126,-99420.13897
320.8552479,200.2174494,161.2391316,6,110.3751134,11.53884661,7.73774021,1,30,-136.0307617,20.36923947,-105427.8384
320.8552479,200.2174494,161.2391316,6.022257766,110.3751134,12.24089972,7.401833128,1,30,-136.0307617,20.5792567,-111717.6834
320.8552479,200.2174494,161.2391316,6.022257766,110.3751134,12.1310862,7.628086364,1,30,-136.0307617,20.61368064,-113350.9614
320.8552479,200.2174494,161.2391316,6.022257766,110.3751134,12.53246675,7.401833128,1,30,-136.0307617,20.71572669,-116359.2941
320.8552479,200.2174494,167.5482208,6.022257766,109.4922638,12.66633715,7.596105163,1,30,-136.0307617,20.95020816,-121625.9439
320.8552479,200.2174494,167.190991,6,108.5972805,20,4.499008752,1,30,-135.98703,22.41867498,-156887.507
320.8552479,200.2174494,161.2391316,6.022257766,110.3751134,20,4.861528537,1,30,-135.98703,22.71197302,-169529.1418
320.8552479,200.2174494,161.2391316,6.022257766,108.5972805,20,5.27232193,1,30,-135.98703,23.13140144,-183854.1531
320.8552479,200.2174494,161.2391316,6,110.3751134,20,5.92312155,1,30,-135.98703,23.78693677,-206548.5588
320.8552479,200.2174494,167.5482208,6,127.9612407,6.957890461,5.390466531,1,30,-135.9756622,18.49657988,-30303.886
320.6735855,200.2174494,161.2391316,6,127.9450303,6.160100279,7.928430095,1,30,-135.9756622,18.49882631,-35951.04468
320.6735855,200.2174494,161.2391316,6,127.9450303,6.59297228,7.859595699,1,30,-135.9756622,18.60290455,-40179.89252
320.569131,200.2174494,161.2391316,6,127.5227283,6.59297228,7.978714891,1,30,-135.9756622,18.61110113,-40788.85467
320.8552479,200.2174494,161.2391316,6,123.4321081,7.516845431,6.940870141,1,30,-135.9756622,18.7406441,-44707.65499
320.8552479,200.2174494,161.2391316,6,127.5227283,7.242164176,7.978714891,1,30,-135.9756622,18.8077608,-48133.10152
320.8552479,200.2174494,161.6422687,6.070407964,128.3475613,7.430114579,7.928430095,1,30,-135.9756622,18.8901477,-50036.4538
320.8552479,200.2174494,170.0549923,6,129.3309935,7.516845431,7.945799976,1,30,-135.9756622,19.01252227,-51180.62674
320.8552479,200.2174494,161.2391316,6,127.5227283,8.462413544,7.501916463,1,30,-135.9756622,19.11087343,-59502.35181
320.8552479,200.2174494,167.5482208,6,129.3309935,8.462413544,7.877970662,1,30,-135.9756622,19.27046116,-62485.07087
320.8552479,200.2174494,161.2391316,6,127.5227283,8.922718792,7.978714891,1,30,-135.9756622,19.36099469,-69439.32402
320.8552479,200.2174494,161.2391316,6,129.3309935,9.343341705,7.401833128,1,30,-135.9756622,19.38892013,-69825.7645
320.8552479,200.2174494,161.2391316,6,127.9450303,9.472659171,7.284760185,1,30,-135.9756622,19.40807678,-70392.61845
320.8552479,200.2174494,161.2391316,6,127.9612407,9.437117345,7.401833128,1,30,-135.9756622,19.42219269,-71055.5142
320.8552479,200.2174494,161.2391316,6,129.6166209,9.224736268,7.824477153,1,30,-135.9756622,19.43911162,-72181.97329
320.8552479,200.2174494,161.2391316,6.022257766,129.3309935,9.472659171,7.554352799,1,30,-135.9756622,19.4785298,-72997.69116
320.8552479,200.2174494,161.2391316,6.070407964,127.5227283,10.29329155,7.3360282,1,30,-135.9756622,19.75113168,-81949.00488
